trial_id,split,task_name,topic,risk_level,difficulty,response_pattern,input_client_statement,input_counselor_response,input_text,ground_truth,ground_truth_binary,model_output,model_probability,human_rating_of_model_output,dataset_source
study_0154,study,counselor_response_appropriateness,academic_stress,moderate,hard,boundary_crossing,I keep comparing myself to classmates and I feel overwhelmed all day.,Do not involve anyone else. Just message me anytime day or night and I will fix this personally.,Client: I keep comparing myself to classmates and I feel overwhelmed all day. Counselor response: Do not involve anyone else. Just message me anytime day or night and I will fix this personally.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0155,study,counselor_response_appropriateness,financial_stress,moderate,medium,reflective_collaboration,Money stress is affecting my sleep and concentration.,You are carrying a lot with money anxiety. We can move at your pace and map one manageable next step together.,Client: Money stress is affecting my sleep and concentration. Counselor response: You are carrying a lot with money anxiety. We can move at your pace and map one manageable next step together.,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0156,study,counselor_response_appropriateness,sleep_dysregulation,low,easy,judgmental_blame,My sleep schedule is chaotic and I cannot function during the day.,"This sounds like poor choices, not stress. You should just be more responsible.","Client: My sleep schedule is chaotic and I cannot function during the day. Counselor response: This sounds like poor choices, not stress. You should just be more responsible.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0157,study,counselor_response_appropriateness,trauma_reminder,high,hard,safety_plan_collaboration,"I avoid places that remind me of what happened, but it keeps intruding.","I hear how intense this is. Before anything else, let us make a short safety plan for the next 24 hours and connect you with direct support.","Client: I avoid places that remind me of what happened, but it keeps intruding. Counselor response: I hear how intense this is. Before anything else, let us make a short safety plan for the next 24 hours and connect you with direct support.",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0158,study,counselor_response_appropriateness,social_anxiety,low,easy,invalidation,I replay conversations for hours and feel embarrassed.,You are overreacting. everyone deals with this.,Client: I replay conversations for hours and feel embarrassed. Counselor response: You are overreacting. everyone deals with this.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0159,study,counselor_response_appropriateness,financial_stress,moderate,easy,judgmental_blame,Bills are piling up and I feel panic every time I check my account.,"This sounds like poor choices, not stress. You should just be more responsible.","Client: Bills are piling up and I feel panic every time I check my account. Counselor response: This sounds like poor choices, not stress. You should just be more responsible.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0160,study,counselor_response_appropriateness,social_anxiety,low,medium,reflective_collaboration,I replay conversations for hours and feel embarrassed.,You are carrying a lot with social anxiety. We can move at your pace and map one manageable next step together.,Client: I replay conversations for hours and feel embarrassed. Counselor response: You are carrying a lot with social anxiety. We can move at your pace and map one manageable next step together.,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0161,study,counselor_response_appropriateness,trauma_reminder,high,medium,confidentiality_breach,"I avoid places that remind me of what happened, but it keeps intruding.",I will contact your family and supervisor right away without asking you first.,"Client: I avoid places that remind me of what happened, but it keeps intruding. Counselor response: I will contact your family and supervisor right away without asking you first.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0162,study,counselor_response_appropriateness,grief_loss,moderate,medium,premature_directive,"Since my loss, normal routines feel heavy and unreal.",I do not need more details. just push through and ignore the feelings.,"Client: Since my loss, normal routines feel heavy and unreal. Counselor response: I do not need more details. just push through and ignore the feelings.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0163,study,counselor_response_appropriateness,financial_stress,moderate,hard,strengths_reframe,I am working extra hours and still feel like I cannot catch up.,"Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?","Client: I am working extra hours and still feel like I cannot catch up. Counselor response: Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0164,study,counselor_response_appropriateness,social_anxiety,low,easy,judgmental_blame,"Before networking events, I feel nauseous and want to cancel.","Honestly, this sounds self-inflicted. You need better discipline.","Client: Before networking events, I feel nauseous and want to cancel. Counselor response: Honestly, this sounds self-inflicted. You need better discipline.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0165,study,counselor_response_appropriateness,academic_stress,moderate,easy,validation_open_question,"When I think about licensure prep, my chest feels tight and I freeze.",Thank you for sharing this. It makes sense that you feel numb given school pressure. What feels hardest right now?,"Client: When I think about licensure prep, my chest feels tight and I freeze. Counselor response: Thank you for sharing this. It makes sense that you feel numb given school pressure. What feels hardest right now?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0166,study,counselor_response_appropriateness,domestic_safety_concern,high,medium,safety_check_referral,"At home I feel watched and controlled, and I do not feel safe.","I am really glad you told me. Your safety matters. Are you in immediate danger right now? If yes, contact 988 or emergency services while we plan immediate support.","Client: At home I feel watched and controlled, and I do not feel safe. Counselor response: I am really glad you told me. Your safety matters. Are you in immediate danger right now? If yes, contact 988 or emergency services while we plan immediate support.",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0167,study,counselor_response_appropriateness,relationship_conflict,low,hard,boundary_crossing,My partner and I keep having the same fight and I feel unheard.,Do not involve anyone else. Just message me anytime day or night and I will fix this personally.,Client: My partner and I keep having the same fight and I feel unheard. Counselor response: Do not involve anyone else. Just message me anytime day or night and I will fix this personally.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0168,study,counselor_response_appropriateness,financial_stress,moderate,hard,strengths_reframe,Bills are piling up and I feel panic every time I check my account.,"Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?","Client: Bills are piling up and I feel panic every time I check my account. Counselor response: Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0169,study,counselor_response_appropriateness,academic_stress,moderate,medium,reflective_collaboration,"for most of this semester, I have been panicking before my practicum evaluation and I cannot sleep.",It sounds like performance anxiety has been taking a lot of energy. Would it help if we identified one manageable step for this week?,"Client: for most of this semester, I have been panicking before my practicum evaluation and I cannot sleep. Counselor response: It sounds like performance anxiety has been taking a lot of energy. Would it help if we identified one manageable step for this week?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0170,study,counselor_response_appropriateness,imposter_syndrome,low,easy,validation_open_question,I keep waiting for people to realize I am not qualified.,I hear how heavy this has been. Your reaction to imposter feelings is understandable. What part would you like to start with?,Client: I keep waiting for people to realize I am not qualified. Counselor response: I hear how heavy this has been. Your reaction to imposter feelings is understandable. What part would you like to start with?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0171,study,counselor_response_appropriateness,imposter_syndrome,low,hard,toxic_positivity,"I got positive feedback, but I still feel like a fraud.","I hear this is hard, but you should focus only on gratitude and stop talking about the negative.","Client: I got positive feedback, but I still feel like a fraud. Counselor response: I hear this is hard, but you should focus only on gratitude and stop talking about the negative.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0172,study,counselor_response_appropriateness,financial_stress,moderate,medium,reflective_collaboration,Bills are piling up and I feel panic every time I check my account.,You are carrying a lot with budget pressure. We can move at your pace and map one manageable next step together.,Client: Bills are piling up and I feel panic every time I check my account. Counselor response: You are carrying a lot with budget pressure. We can move at your pace and map one manageable next step together.,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0173,study,counselor_response_appropriateness,self_harm_ideation,high,medium,safety_check_referral,Sometimes I wish I could disappear because this all feels pointless.,"Thank you for sharing this. I want to prioritize your safety first. Are you currently safe? If there is immediate risk, please call 988 or local emergency services now.","Client: Sometimes I wish I could disappear because this all feels pointless. Counselor response: Thank you for sharing this. I want to prioritize your safety first. Are you currently safe? If there is immediate risk, please call 988 or local emergency services now.",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0174,study,counselor_response_appropriateness,sleep_dysregulation,low,easy,validation_open_question,I wake up exhausted even when I am in bed all night.,I hear how heavy this has been. Your reaction to fatigue is understandable. What part would you like to start with?,Client: I wake up exhausted even when I am in bed all night. Counselor response: I hear how heavy this has been. Your reaction to fatigue is understandable. What part would you like to start with?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0175,study,counselor_response_appropriateness,grief_loss,moderate,hard,boundary_crossing,Certain places remind me of them and I shut down emotionally.,Do not involve anyone else. Just message me anytime day or night and I will fix this personally.,Client: Certain places remind me of them and I shut down emotionally. Counselor response: Do not involve anyone else. Just message me anytime day or night and I will fix this personally.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0176,study,counselor_response_appropriateness,imposter_syndrome,low,easy,judgmental_blame,I keep waiting for people to realize I am not qualified.,"If you were more disciplined, this would not happen. You should just be more responsible.","Client: I keep waiting for people to realize I am not qualified. Counselor response: If you were more disciplined, this would not happen. You should just be more responsible.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0177,study,counselor_response_appropriateness,academic_stress,moderate,hard,strengths_reframe,"When I think about midterms, my chest feels tight and I freeze.",I hear both pain and effort in what you shared. Could we look at when school pressure feels even slightly more manageable?,"Client: When I think about midterms, my chest feels tight and I freeze. Counselor response: I hear both pain and effort in what you shared. Could we look at when school pressure feels even slightly more manageable?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0178,study,counselor_response_appropriateness,academic_stress,moderate,hard,strengths_reframe,"for a while now, I have been panicking before group presentations and I cannot sleep.",I hear both pain and effort in what you shared. Could we look at when school pressure feels even slightly more manageable?,"Client: for a while now, I have been panicking before group presentations and I cannot sleep. Counselor response: I hear both pain and effort in what you shared. Could we look at when school pressure feels even slightly more manageable?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0179,study,counselor_response_appropriateness,domestic_safety_concern,high,hard,safety_plan_collaboration,My partner checks my phone and gets angry when I talk to others.,"I hear how intense this is. Before anything else, let us make a short safety plan for the next 24 hours and connect you with direct support.","Client: My partner checks my phone and gets angry when I talk to others. Counselor response: I hear how intense this is. Before anything else, let us make a short safety plan for the next 24 hours and connect you with direct support.",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0180,study,counselor_response_appropriateness,grief_loss,moderate,hard,strengths_reframe,"Since my loss, normal routines feel heavy and unreal.",I hear both pain and effort in what you shared. Could we look at when grief feels even slightly more manageable?,"Client: Since my loss, normal routines feel heavy and unreal. Counselor response: I hear both pain and effort in what you shared. Could we look at when grief feels even slightly more manageable?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0181,study,counselor_response_appropriateness,family_conflict,moderate,medium,reflective_collaboration,I feel guilty setting boundaries with relatives even when I need space.,You are carrying a lot with boundary setting. We can move at your pace and map one manageable next step together.,Client: I feel guilty setting boundaries with relatives even when I need space. Counselor response: You are carrying a lot with boundary setting. We can move at your pace and map one manageable next step together.,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0182,study,counselor_response_appropriateness,substance_urge,moderate,medium,reflective_collaboration,"When stress spikes, I feel a strong urge to drink to numb out.",You are carrying a lot with stress coping. We can move at your pace and map one manageable next step together.,"Client: When stress spikes, I feel a strong urge to drink to numb out. Counselor response: You are carrying a lot with stress coping. We can move at your pace and map one manageable next step together.",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0183,study,counselor_response_appropriateness,substance_urge,moderate,hard,toxic_positivity,"I promised myself I would cut back, but cravings keep showing up.","Thanks for sharing, but if you stay positive this will disappear quickly.","Client: I promised myself I would cut back, but cravings keep showing up. Counselor response: Thanks for sharing, but if you stay positive this will disappear quickly.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0184,study,counselor_response_appropriateness,career_burnout,moderate,easy,validation_open_question,I feel completely drained after work and I dread opening my laptop.,Thank you for sharing this. It makes sense that you feel isolated given constant pressure at work. What feels hardest right now?,Client: I feel completely drained after work and I dread opening my laptop. Counselor response: Thank you for sharing this. It makes sense that you feel isolated given constant pressure at work. What feels hardest right now?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0185,study,counselor_response_appropriateness,grief_loss,moderate,medium,reflective_collaboration,"I keep thinking I should be doing better by now, but I still break down.",You are carrying a lot with loss. We can move at your pace and map one manageable next step together.,"Client: I keep thinking I should be doing better by now, but I still break down. Counselor response: You are carrying a lot with loss. We can move at your pace and map one manageable next step together.",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0186,study,counselor_response_appropriateness,family_conflict,moderate,easy,judgmental_blame,My family keeps pressuring me about my career choices and I feel trapped.,"Honestly, this sounds self-inflicted. You need better discipline.","Client: My family keeps pressuring me about my career choices and I feel trapped. Counselor response: Honestly, this sounds self-inflicted. You need better discipline.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0187,study,counselor_response_appropriateness,family_conflict,moderate,easy,validation_open_question,Calls with my parents leave me tense for the rest of the day.,Thank you for sharing this. It makes sense that you feel guilty given boundary setting. What feels hardest right now?,Client: Calls with my parents leave me tense for the rest of the day. Counselor response: Thank you for sharing this. It makes sense that you feel guilty given boundary setting. What feels hardest right now?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0188,study,counselor_response_appropriateness,academic_stress,moderate,hard,strengths_reframe,"When I think about my practicum evaluation, my chest feels tight and I freeze.","Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?","Client: When I think about my practicum evaluation, my chest feels tight and I freeze. Counselor response: Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0189,study,counselor_response_appropriateness,academic_stress,moderate,hard,toxic_positivity,I keep comparing myself to classmates and I feel anxious all day.,"Thanks for sharing, but if you stay positive this will disappear quickly.","Client: I keep comparing myself to classmates and I feel anxious all day. Counselor response: Thanks for sharing, but if you stay positive this will disappear quickly.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0190,study,counselor_response_appropriateness,grief_loss,moderate,easy,validation_open_question,Certain places remind me of them and I shut down emotionally.,I hear how heavy this has been. Your reaction to mourning is understandable. What part would you like to start with?,Client: Certain places remind me of them and I shut down emotionally. Counselor response: I hear how heavy this has been. Your reaction to mourning is understandable. What part would you like to start with?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0191,study,counselor_response_appropriateness,grief_loss,moderate,easy,invalidation,"I keep thinking I should be doing better by now, but I still break down.",This is not worth this much emotion. everyone deals with this.,"Client: I keep thinking I should be doing better by now, but I still break down. Counselor response: This is not worth this much emotion. everyone deals with this.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0192,study,counselor_response_appropriateness,career_burnout,moderate,hard,toxic_positivity,I feel completely drained after work and I dread opening my laptop.,"I hear this is hard, but you should focus only on gratitude and stop talking about the negative.","Client: I feel completely drained after work and I dread opening my laptop. Counselor response: I hear this is hard, but you should focus only on gratitude and stop talking about the negative.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0193,study,counselor_response_appropriateness,sleep_dysregulation,low,medium,reflective_collaboration,My sleep schedule is chaotic and I cannot function during the day.,It sounds like sleep problems has been taking a lot of energy. Would it help if we identified one realistic change for this week?,Client: My sleep schedule is chaotic and I cannot function during the day. Counselor response: It sounds like sleep problems has been taking a lot of energy. Would it help if we identified one realistic change for this week?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0194,study,counselor_response_appropriateness,self_harm_ideation,high,hard,safety_plan_collaboration,I am scared by how often thoughts of not waking up show up.,"What you shared is serious, and I appreciate your honesty. Let us focus on immediate safety and identify one person from a mentor you can contact today.","Client: I am scared by how often thoughts of not waking up show up. Counselor response: What you shared is serious, and I appreciate your honesty. Let us focus on immediate safety and identify one person from a mentor you can contact today.",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0195,study,counselor_response_appropriateness,academic_stress,moderate,hard,toxic_positivity,I keep comparing myself to classmates and I feel guilty all day.,"I hear this is hard, but you should focus only on gratitude and stop talking about the negative.","Client: I keep comparing myself to classmates and I feel guilty all day. Counselor response: I hear this is hard, but you should focus only on gratitude and stop talking about the negative.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0196,study,counselor_response_appropriateness,social_anxiety,low,hard,boundary_crossing,I replay conversations for hours and feel embarrassed.,You only need me for this. Keep this between us and follow my instructions.,Client: I replay conversations for hours and feel embarrassed. Counselor response: You only need me for this. Keep this between us and follow my instructions.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0197,study,counselor_response_appropriateness,substance_urge,moderate,hard,toxic_positivity,"When stress spikes, I feel a strong urge to drink to numb out.","I hear this is hard, but you should focus only on gratitude and stop talking about the negative.","Client: When stress spikes, I feel a strong urge to drink to numb out. Counselor response: I hear this is hard, but you should focus only on gratitude and stop talking about the negative.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0198,study,counselor_response_appropriateness,career_burnout,moderate,medium,reflective_collaboration,I feel completely drained after work and I dread opening my laptop.,It sounds like work stress has been taking a lot of energy. Would it help if we identified a small experiment for this week?,Client: I feel completely drained after work and I dread opening my laptop. Counselor response: It sounds like work stress has been taking a lot of energy. Would it help if we identified a small experiment for this week?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0199,study,counselor_response_appropriateness,sleep_dysregulation,low,easy,validation_open_question,My sleep schedule is chaotic and I cannot function during the day.,Thank you for sharing this. It makes sense that you feel anxious given fatigue. What feels hardest right now?,Client: My sleep schedule is chaotic and I cannot function during the day. Counselor response: Thank you for sharing this. It makes sense that you feel anxious given fatigue. What feels hardest right now?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0200,study,counselor_response_appropriateness,academic_stress,moderate,hard,toxic_positivity,"When I think about licensure prep, my chest feels tight and I freeze.","Thanks for sharing, but if you stay positive this will disappear quickly.","Client: When I think about licensure prep, my chest feels tight and I freeze. Counselor response: Thanks for sharing, but if you stay positive this will disappear quickly.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0201,study,counselor_response_appropriateness,imposter_syndrome,low,hard,strengths_reframe,"Even when things go well, I assume I just got lucky.",I hear both pain and effort in what you shared. Could we look at when self-doubt feels even slightly more manageable?,"Client: Even when things go well, I assume I just got lucky. Counselor response: I hear both pain and effort in what you shared. Could we look at when self-doubt feels even slightly more manageable?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0202,study,counselor_response_appropriateness,grief_loss,moderate,hard,toxic_positivity,"I keep thinking I should be doing better by now, but I still break down.","I hear this is hard, but you should focus only on gratitude and stop talking about the negative.","Client: I keep thinking I should be doing better by now, but I still break down. Counselor response: I hear this is hard, but you should focus only on gratitude and stop talking about the negative.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0203,study,counselor_response_appropriateness,substance_urge,moderate,hard,strengths_reframe,"I promised myself I would cut back, but cravings keep showing up.",I hear both pain and effort in what you shared. Could we look at when substance urges feels even slightly more manageable?,"Client: I promised myself I would cut back, but cravings keep showing up. Counselor response: I hear both pain and effort in what you shared. Could we look at when substance urges feels even slightly more manageable?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0204,study,counselor_response_appropriateness,relationship_conflict,low,hard,strengths_reframe,"After arguments at home, I replay everything and cannot focus.",I hear both pain and effort in what you shared. Could we look at when arguments with my partner feels even slightly more manageable?,"Client: After arguments at home, I replay everything and cannot focus. Counselor response: I hear both pain and effort in what you shared. Could we look at when arguments with my partner feels even slightly more manageable?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0205,study,counselor_response_appropriateness,academic_stress,moderate,easy,validation_open_question,"lately, I have been panicking before licensure prep and I cannot sleep.",I hear how heavy this has been. Your reaction to academic expectations is understandable. What part would you like to start with?,"Client: lately, I have been panicking before licensure prep and I cannot sleep. Counselor response: I hear how heavy this has been. Your reaction to academic expectations is understandable. What part would you like to start with?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0206,study,counselor_response_appropriateness,social_anxiety,low,hard,boundary_crossing,I replay conversations for hours and feel embarrassed.,Do not involve anyone else. Just message me anytime day or night and I will fix this personally.,Client: I replay conversations for hours and feel embarrassed. Counselor response: Do not involve anyone else. Just message me anytime day or night and I will fix this personally.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0207,study,counselor_response_appropriateness,financial_stress,moderate,hard,strengths_reframe,Money stress is affecting my sleep and concentration.,"Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?","Client: Money stress is affecting my sleep and concentration. Counselor response: Part of you is exhausted, and part of you keeps showing up anyway. What has helped you get through even the toughest days?",appropriate,1,,,,synthetic_custom_created_for_hw2
study_0208,study,counselor_response_appropriateness,domestic_safety_concern,high,hard,coercive_control,My partner checks my phone and gets angry when I talk to others.,Stop questioning this and follow my instructions immediately.,Client: My partner checks my phone and gets angry when I talk to others. Counselor response: Stop questioning this and follow my instructions immediately.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0209,study,counselor_response_appropriateness,identity_stress,low,easy,invalidation,I feel pulled between cultural expectations and what I want for myself.,You are overreacting. you just need to be positive.,Client: I feel pulled between cultural expectations and what I want for myself. Counselor response: You are overreacting. you just need to be positive.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0210,study,counselor_response_appropriateness,sleep_dysregulation,low,easy,judgmental_blame,I wake up exhausted even when I am in bed all night.,"Honestly, this sounds self-inflicted. You need better discipline.","Client: I wake up exhausted even when I am in bed all night. Counselor response: Honestly, this sounds self-inflicted. You need better discipline.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0211,study,counselor_response_appropriateness,career_burnout,moderate,hard,toxic_positivity,I am behind on tasks and feel stuck whenever email notifications pop up.,"I hear this is hard, but you should focus only on gratitude and stop talking about the negative.","Client: I am behind on tasks and feel stuck whenever email notifications pop up. Counselor response: I hear this is hard, but you should focus only on gratitude and stop talking about the negative.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0212,study,counselor_response_appropriateness,domestic_safety_concern,high,easy,safety_underreaction,My partner checks my phone and gets angry when I talk to others.,"This sounds dramatic, not urgent. Try to distract yourself and move on.","Client: My partner checks my phone and gets angry when I talk to others. Counselor response: This sounds dramatic, not urgent. Try to distract yourself and move on.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0213,study,counselor_response_appropriateness,financial_stress,moderate,medium,reflective_collaboration,I am working extra hours and still feel like I cannot catch up.,It sounds like money anxiety has been taking a lot of energy. Would it help if we identified one concrete next step for this week?,Client: I am working extra hours and still feel like I cannot catch up. Counselor response: It sounds like money anxiety has been taking a lot of energy. Would it help if we identified one concrete next step for this week?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0214,study,counselor_response_appropriateness,academic_stress,moderate,hard,toxic_positivity,"When I think about my practicum evaluation, my chest feels tight and I freeze.","Thanks for sharing, but if you stay positive this will disappear quickly.","Client: When I think about my practicum evaluation, my chest feels tight and I freeze. Counselor response: Thanks for sharing, but if you stay positive this will disappear quickly.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0215,study,counselor_response_appropriateness,family_conflict,moderate,easy,validation_open_question,I feel guilty setting boundaries with relatives even when I need space.,Thank you for sharing this. It makes sense that you feel stuck given boundary setting. What feels hardest right now?,Client: I feel guilty setting boundaries with relatives even when I need space. Counselor response: Thank you for sharing this. It makes sense that you feel stuck given boundary setting. What feels hardest right now?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0216,study,counselor_response_appropriateness,career_burnout,moderate,easy,validation_open_question,I feel completely drained after work and I dread opening my laptop.,Thank you for sharing this. It makes sense that you feel guilty given work stress. What feels hardest right now?,Client: I feel completely drained after work and I dread opening my laptop. Counselor response: Thank you for sharing this. It makes sense that you feel guilty given work stress. What feels hardest right now?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0217,study,counselor_response_appropriateness,sleep_dysregulation,low,easy,validation_open_question,I wake up exhausted even when I am in bed all night.,I hear how heavy this has been. Your reaction to sleep problems is understandable. What part would you like to start with?,Client: I wake up exhausted even when I am in bed all night. Counselor response: I hear how heavy this has been. Your reaction to sleep problems is understandable. What part would you like to start with?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0218,study,counselor_response_appropriateness,imposter_syndrome,low,hard,boundary_crossing,"I got positive feedback, but I still feel like a fraud.",Do not involve anyone else. Just message me anytime day or night and I will fix this personally.,"Client: I got positive feedback, but I still feel like a fraud. Counselor response: Do not involve anyone else. Just message me anytime day or night and I will fix this personally.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0219,study,counselor_response_appropriateness,social_anxiety,low,easy,invalidation,I replay conversations for hours and feel embarrassed.,You are overreacting. you just need to be positive.,Client: I replay conversations for hours and feel embarrassed. Counselor response: You are overreacting. you just need to be positive.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0220,study,counselor_response_appropriateness,substance_urge,moderate,hard,toxic_positivity,"I promised myself I would cut back, but cravings keep showing up.","I hear this is hard, but you should focus only on gratitude and stop talking about the negative.","Client: I promised myself I would cut back, but cravings keep showing up. Counselor response: I hear this is hard, but you should focus only on gratitude and stop talking about the negative.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0221,study,counselor_response_appropriateness,domestic_safety_concern,high,easy,safety_underreaction,My partner checks my phone and gets angry when I talk to others.,You are probably just exhausted. Get some sleep and you will be fine.,Client: My partner checks my phone and gets angry when I talk to others. Counselor response: You are probably just exhausted. Get some sleep and you will be fine.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0222,study,counselor_response_appropriateness,identity_stress,low,medium,premature_directive,I feel pulled between cultural expectations and what I want for myself.,Do not dwell on this. just push through and ignore the feelings.,Client: I feel pulled between cultural expectations and what I want for myself. Counselor response: Do not dwell on this. just push through and ignore the feelings.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0223,study,counselor_response_appropriateness,domestic_safety_concern,high,hard,coercive_control,"At home I feel watched and controlled, and I do not feel safe.",Stop questioning this and follow my instructions immediately.,"Client: At home I feel watched and controlled, and I do not feel safe. Counselor response: Stop questioning this and follow my instructions immediately.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0224,study,counselor_response_appropriateness,financial_stress,moderate,hard,toxic_positivity,Bills are piling up and I feel panic every time I check my account.,"I hear this is hard, but you should focus only on gratitude and stop talking about the negative.","Client: Bills are piling up and I feel panic every time I check my account. Counselor response: I hear this is hard, but you should focus only on gratitude and stop talking about the negative.",problematic,0,,,,synthetic_custom_created_for_hw2
study_0225,study,counselor_response_appropriateness,career_burnout,moderate,medium,premature_directive,I am behind on tasks and feel anxious whenever email notifications pop up.,I do not need more details. do exactly what I say.,Client: I am behind on tasks and feel anxious whenever email notifications pop up. Counselor response: I do not need more details. do exactly what I say.,problematic,0,,,,synthetic_custom_created_for_hw2
study_0226,study,counselor_response_appropriateness,family_conflict,moderate,easy,validation_open_question,My family keeps pressuring me about my career choices and I feel trapped.,I hear how heavy this has been. Your reaction to conflict with relatives is understandable. What part would you like to start with?,Client: My family keeps pressuring me about my career choices and I feel trapped. Counselor response: I hear how heavy this has been. Your reaction to conflict with relatives is understandable. What part would you like to start with?,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0227,study,counselor_response_appropriateness,family_conflict,moderate,medium,reflective_collaboration,Calls with my parents leave me tense for the rest of the day.,You are carrying a lot with boundary setting. We can move at your pace and map one manageable next step together.,Client: Calls with my parents leave me tense for the rest of the day. Counselor response: You are carrying a lot with boundary setting. We can move at your pace and map one manageable next step together.,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0228,study,counselor_response_appropriateness,imposter_syndrome,low,medium,reflective_collaboration,I keep waiting for people to realize I am not qualified.,You are carrying a lot with imposter feelings. We can move at your pace and map one manageable next step together.,Client: I keep waiting for people to realize I am not qualified. Counselor response: You are carrying a lot with imposter feelings. We can move at your pace and map one manageable next step together.,appropriate,1,,,,synthetic_custom_created_for_hw2
study_0229,study,counselor_response_appropriateness,financial_stress,moderate,medium,premature_directive,I am working extra hours and still feel like I cannot catch up.,Do not dwell on this. drop this and focus on productivity.,Client: I am working extra hours and still feel like I cannot catch up. Counselor response: Do not dwell on this. drop this and focus on productivity.,problematic,0,,,,synthetic_custom_created_for_hw2
